부서,페이지,정보
감사담당관,1,감사담당관 | 감사담당관 | 감사담당관 업무 총괄 | 02-2116-2520
보건소,99,여가생활과 | 주무관 | 방문자센터 및 개실 운영 전반 | 02-2116-4940
보건소,99,여가생활과 / 여가생활지원팀 | 여가생활지원팀장 | 여가생활지원팀 업무 총괄 | 02-2116-0620
보건소,99,여가생활과 / 도서관정책팀 | 도서관정책팀장 | 조사팀 업무 총괄 | 02-2116-3062
보건소,100,여가생활과 / 도서관정책팀 | 도서관정책팀장 | 조사팀 업무 총괄 | 02-2116-3062
보건소,100,여가생활과 / 도서관시설팀 | 도서관시설팀장 | 도서관시설팀 업무 총괄 | 02-2116-0699
보건소,100,여가생활과 / 수락휴운영팀 | 수락휴운영팀장 | 수락휴운영팀 업무 총괄 | 02-2116-3959
보건소,100,도시경관과 | 도시경관과장 | 도시경관과 업무 총괄 | 02-2116-4030
보건소,100,도시경관과 | 주무관 | o 거주자우선주차장 관리 및 신설 o 부설주차장 지도점검 및 관리(상계동) | 02-2116-4102
보건소,100,"도시경관과 | 주무관 | - 미래인재양성교육특구 관련 업무 - 교육청(학원) 업무 협조 사항 및 관학 협력사업 - 교육발전위원회, 교육영향평가위원회 - 노원과학영재교육원 운영, 멘토링 이음단 업무 | 02-2116-4442"
보건소,100,도시경관과 / 가로개선팀 | 가로개선팀장 | 가로개선팀 업무 총괄 | 02-2116-4026
보건소,100,도시경관과 / 가로개선팀 | 주무관 | ○ 노점 현장단속총괄 ○ 노원형 거리가게 교체사업 ○ 수락산벽운계곡 환경개선 ○ 시선제 임용 등 총괄관리 ○ 상생위원회 운영 및 관리 | 02-2116-4025
보건소,100,"도시경관과 / 가로개선팀 | 주무관 | ○ 區노점 총괄 및 실태조사 실시 - 거리가게(노점) 도로점용허가 관련 점용료, 변상금, 대부료 등 ○ 진정, 집단민원 처리 ○ 가로개선 가이드북 관리 | 02-2116-4023"
보건소,100,도시경관과 / 가로개선팀 | 주무관 | 과 서무 | 02-2116-4010
보건소,101,도시경관과 / 가로개선팀 | 주무관 | ○ 보도상 영업시설물 관리 ○ 응답소 민원 총괄 ○ 단속반 일일 정비 지시 및 일지 ○ 가로개선 가이드북 관리 | 02-2116-4022
보건소,101,"도시경관과 / 가로개선팀 | 주무관 | ○ 민원사항 처리(상담민원, 182) ○ 가로개선 가이드북 카드 정리 ○ 정보공개청구관리 ○ 도로법 위반행위 처분 및 관리 ○ 세외수입 체납, 압류 관리 ○ 가로개선 차량 관리 및 유류비 지급 | 02-2116-4028"
보건소,101,"도시경관과 / 가로개선팀 | 주무관 | ○ 노점운영기금 운용 ○ 가로개선 창고 관리 ○ 노점방지용 화분관리, 노점후면게시대 관리 ○ 민원사항 처리(SNS, 구바다) ○ 가로환경 살피미단 운영 ○ 시선임 급여 등 관리 | 02-2116-4024"
보건소,101,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비(1호차) | 
보건소,101,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 
보건소,101,도시경관과 / 가로개선팀 | 주무관 | 현장근무 | 02-2116-4991
보건소,101,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 (1호차 반장) | 02-2116-4024
보건소,101,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 (3호차 반장) | 02-2116-4024
보건소,101,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 
보건소,101,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 02-2116-4028
보건소,102,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 02-2116-4028
보건소,102,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 02-2116-4028
보건소,102,도시경관과 / 가로개선팀 | 주무관 | 가로환경정비 | 
보건소,102,도시경관과 / 공공디자인팀 | 공공디자인팀장 | 공공디자인팀 업무 총괄 | 02-2116-0671
보건소,102,"도시경관과 / 공공디자인팀 | 주무관 | ○ 공공디자인 진흥사업 추진, 주민제안 사업 추진 - 공공디자인 진흥계획, 유니버설디자인 기본계획 등 수립 - 월계지하차도 보행로 환경개선, 대진고 옆 벽화재정비 사업 ○ 공공디자인 가이드라인 및 표준디자인 개발 - 공사장 가림벽 디자인 가이드라인 수립 및 운영 - 노원구 공공시설물 표준디자인 개발 ○ 공공시설물 등의 공공디자인 컨설팅 및 기타 - 부서별 추진사업의 디자인 검토, 협의 및 모니터링 - 홈페이지 관리: 디자인 관련 자료 | 02-2116-3834"
보건소,102,"도시경관과 / 공공디자인팀 | 주무관 | ○ 공공디자인 진흥계획, 조례, 위원회 관리 - 공공 유니버설 디자인 진흥계획 수립 - 공공 유니버설 디자인, 공공조형물 등의 조례 및 위원회 관리 ○ 공공디자인 진흥사업 추진 - 도시미관 관련 공공시설물(105종) 통합관리 - 공공 조형물, 진흥사업 시설물 상태점검 및 유지관리 ○ 예산, 회계, 복무 등 - 공공디자인진흥사업 행사, 예산, 회계, 급여, 복무, 비품관리 | 02-2116-0673"
보건소,102,"도시경관과 / 공공디자인팀 | 주무관 | ○ 공공디자인 진흥사업 추진 - 노원 빛의 거리 조성사업 추진(수락산 디자인거리, 경춘선 공릉숲길) ○ 공공디자인 가이드라인 및 표준디자인 개발 - 노원구 공공시설물 표준디자인 개발 ○ 공공시설물 등의 공공디자인 컨설팅 - 디자인 검토, 협의 및 모니터링 - 항공촬영 | 02-2116-0672"
보건소,102,도시경관과 / 경관개선팀 | 경관개선팀장 | 경관개선팀 업무 총괄 | 02-2116-3874
보건소,102,도시경관과 / 경관개선팀 | 주무관 | ○ 노원역 문화의 거리 일부 간판개선사업 ○ 공릉동 일대 간판개선사업 유지 ○ 구정홍보판 유지·관리 ○ 광고물 기간연장 및 관리(통계) ○ 광고물 허가·신고·안전점검 및 민원처리(상계1동~상계5동) ○ 전단지 및 가로등 현수기 신고처리 | 02-2116-3871
보건소,102,도시경관과 / 경관개선팀 | 주무관 | - 공공용·상업용현수막게시대 관리 운영 - 친환경현수막 전용게시대 관리 운영 - 도로점용료 및 세외수입 업무 - 옥외광고사업자 등록 및 관리 - 교통수단 및 교통시설 이용광고물 | 02-2116-3872
보건소,103,도시경관과 / 경관개선팀 | 주무관 | ○ 25년 문화의거리 일부 간판개선사업 ○ 빛공해 관련 업무 ○ 광고물 허가·신고·안전점검 및 민원처리 | 02-2116-3873
보건소,103,도시경관과 / 광고물개선팀 | 광고물개선팀장 | 광고물개선팀 업무 총괄 | 02-2116-2522
보건소,103,"도시경관과 / 광고물개선팀 | 주무관 | • 옥외광고발전기금 및 조례 관리 • 옥외광고발전기금운용심의위원회 운영 관리 • 불법 유동광고물 부착방지시트 설치 사업 추진 • 불법광고물(에어라이트, 입간판 등) 수거광고물 처리 • 불법광고물 정비 총괄계획 수립 • 주말 기간제근로자 임금 등 관리업무 | 02-2116-4029"
보건소,103,"도시경관과 / 광고물개선팀 | 주무관 | ○ 관내순찰 및 불법 유동광고물 정비1조장(상계6,7동, 중계동) ○ 불법유동광고물 정비 및 고정광고물 민원처리 ○ 공공근로, 주말 기간제근로자 관리 및 현장 업무 총괄 | 02-2116-3877"
보건소,103,"도시경관과 / 광고물개선팀 | 주무관 | ○ 불법 유공광고물 정비 업무 총괄 및 행정처분, 세외수입 ○ 주말 및 야간 단속 근무조 운영 관리 ○ 불법광고물 일일 정비내역 통계관리 ○ 불법광고물 수거물 창고 등 관리 ○ 문화노원 가로개선 밴드 업무 총괄 | 02-2116-3870"
보건소,103,"도시경관과 / 광고물개선팀 | 주무관 | ○ 관내순찰 및 불법 유동광고물 정비3조장(공릉동, 월계동, 하계동) ○ 불법유동광고물 정비 및 고정광고물 민원처리 | 02-2116-3856"
보건소,103,도시경관과 / 광고물개선팀 | 주무관 | • 불법 고정광고물 정비업무 총괄 및 행정처분 - 위험·무주간판 등 고정광고물 조사 및 처리 등(철거용역) - (건물부착 현수막 포함) 고정광고물 민원 처리 및 행정처분 • 불법 고정광고물 세외수입 업무(부과 및 체납관리 등) • 불법 유동광고물 수거보상제 업무 • 불법광고물 일일 정비내역 통계관리 • 공공근로 임금 등 관리 업무 | 02-2116-3876
보건소,103,도시경관과 / 광고물개선팀 | 주무관 | ○ 관내순찰 및 불법 유동광고물 정비2조장(상계동) ○ 불법유동광고물 정비 및 고정광고물 민원처리 | 02-2116-3854
보건소,103,도시경관과 / 광고물개선팀 | 주무관 | ○ 순찰차량 운전 및 관리 ○ 불법광고물 단속 지원 | 02-2116-3857
보건소,103,도시경관과 / 광고물개선팀 | 주무관 | ○ 순찰차량 운전 및 관리 ○ 불법광고물 단속 지원 | 02-2116-3858
보건소,104,도시경관과 / 광고물개선팀 | 주무관 | ○ 관내순찰 및 불법 유동광고물 정비 ○ 불법유동광고물 정비 및 고정광고물 민원처리 | 02-2116-3855
보건소,104,탄소중립국 | 국장 | 탄소중립추진단 업무 총괄 | 02-2116-3220
보건소,104,탄소중립도시과 | 주무관 | 녹색환경과 지원근무 | 02-2116-3207
보건소,104,탄소중립도시과 / 탄소중립정책팀 | 탄소중립정책팀장 | 탄소중립정책팀 업무 총괄 | 02-2116-3203
보건소,104,"탄소중립도시과 / 탄소중립정책팀 | 주무관 | ○ 국/과서무, 예산, 회계, 인사 | 02-2116-3097"
보건소,104,탄소중립도시과 / 탄소중립정책팀 | 주무관 | 기후적응계획수립 기후대응기금 | 02-2116-3223
보건소,104,탄소중립도시과 / 탄소중립정책팀 | 주무관 | ○ 탄소중립 정책 홍보 및 교육 ○ 탄소중립 민관협력 사업 ○ 탄소중립 대외협력 | 02-2116-3200
보건소,104,탄소중립도시과 / 녹색건축지원센터 | 녹색건축지원센터장 | 녹색건축지원센터 총괄 | 02-2116-3174
보건소,104,탄소중립도시과 / 녹색건축지원센터 | 주무관 | 노후주택 에너지효율화사업 G.R. 사업 ZEB인증 사전검토 | 02-2116-3175
보건소,104,탄소중립도시과 / 녹색건축지원센터 | 주무관 | · 공공건축물 에너지관리시스템 설치 및 운영 · 건물 에너지 효율화 사업 지원 · 공공건축물 탄소배출량 평가 및 절감 | 02-2116-3176
보건소,105,탄소중립도시과 / 자전거도시팀 | 자전거도시팀장 | 자전거문화팀 업무 총괄 | 02-2116-0627
보건소,105,"탄소중립도시과 / 자전거도시팀 | 주무관 |  자전거 문화센터 건립  자전거 친화도시 종합계획 수립  자전거 친화도시 선포식(탄소중립지원센터 협력)  신규 개발업무 추진  예산 및 주요 업무계획 수립  공공 자전거(따릉이) 시책사업  자전거 교실 개설 및 운영(초급, 중급)  어린이 교통공원 운영 지원 | 02-2116-0632"
보건소,105,"탄소중립도시과 / 자전거도시팀 | 주무관 | 자전거도로, 자전거 이용시설물 유지관리 자전거 공기주입기 유지관리 자전거시설물 영조물 손해배상공제 킥보드(PM) 주차존 설치(보행질서 준수 안내 및 홍보) 자전거 이용시설물 안내지도 제작 및 홍보 | 02-2116-0631"
보건소,105,탄소중립도시과 / 자전거도시팀 | 주무관 | ○ 불법유동광고물 과태료 부과 | 02-2116-0630
보건소,105,"탄소중립도시과 / 자전거도시팀 | 주무관 | 자전거대여소, 자전거이용시설물 등 | 02-2116-0629"
보건소,105,탄소중립도시과 / 에너지관리팀 | 에너지관리팀장 | 에너지관리팀 업무 총괄 | 02-2116-3205
보건소,105,탄소중립도시과 / 에너지관리팀 | 주무관 | ○ 태양광 미니발전소 민간부분 보급사업 추진 ○ 온실가스⦁에너지목표관리제 업무 ○ 노원형 발전차액 지원제도 운영 ○ 건물에너지 효율화 사업 업무 ○ 건물분야 탄소중립 추진계획 수립 ○ 공공건축물 ZEB 자문회의 ○ 대지외 신재생에너지 실증사업 ○ 그린리모델링 연구용역 | 02-2116-3217
보건소,105,"탄소중립도시과 / 에너지관리팀 | 주무관 | 도시가스,고압가스,lpg,전문건설업,에너지바우처 | 02-2116-3221"
보건소,105,탄소중립도시과 / 에너지관리팀 | 주무관 | ○ 송전선로 지중화 관련 업무 ○ 신재생에너지 보급 사업 ○ 공공태양광 시설 유지 보수 관리 ○ 에너지절약 및 에너지 사용 제한 업무 ○ 전기 안전관리 및 전기용품 관리 업무 ○ 전기공사업 및 전기사업 관리 업무 ○ 대규모 정전 등 안전관리 ○ 신재생에너지 융복합지원사업 ○ 건물온실가스 총량제 및 등급제 관리 ○ 창동차량기지 RE100 단지 조성 관련 업무 | 02-2116-3204
보건소,105,녹색환경과 | 녹색환경과장 | 녹색환경과 업무 총괄 | 02-2116-3222
보건소,106,"녹색환경과 | 주무관 | ○ 노인의날 행사(정) ○ 경로당 운영 및 운영비 등 지원 - 냉난방비, 양곡비 지원 ○ 경로당 설치 신고 ○ 경로당 편의물품 지원 | 02-2116-3757"
보건소,106,녹색환경과 / 녹색환경지원팀 | 녹색환경지원팀장 | 녹색환경지원팀 업무 총괄 | 02-2116-3219
보건소,106,녹색환경과 / 녹색교통팀 | 녹색교통팀장 | 녹색교통팀 업무 총괄 | 02-2116-2851
보건소,106,녹색환경과 / 환경관리팀 | 환경관리팀장 | • 환경관리팀 업무 총괄 | 02-2116-3212
보건소,106,"녹색환경과 / 환경관리팀 | 주무관 | • 폐수배출시설 관리 총괄 • 배출시설 통합 지도·점검 및 폐수분야 기술지원 • 하천 수질검사, 수질오염사고 대응, 제독장비 관리 | 02-2116-3210"
보건소,106,"녹색환경과 / 환경관리팀 | 주무관 | • 대기배출시설 관리 총괄 • 환경범죄 관리 총괄 • 배출시설 통합 지도·점검 및 대기분야 기술지원 • 환경전문공사업, 측정대행업, 저수조 청소업 • 소규모 사업장 방지(저감)시설·IOT 지원사업 추진 | 02-2116-3214"
보건소,106,녹색환경과 / 환경관리팀 | 주무관 | • 환경개선부담금 관리 총괄 • 저소득층 친환경보일러 설치 지원사업 추진 • 유해화학물질 사고·재난 관련 대응 매뉴얼 관리 | 02-2116-3213
보건소,106,녹색환경과 / 환경관리팀 | 주무관 | • 특정토양오염시설·휘발성유기화합물질 배출시설 관리 총괄 • 기타수질오염원·잔류성오염물질(관리대상기기) 관리 • 환경기술인(수질·대기) 교육 지원 • 환경개선부담금 압류해제 지원 | 02-2116-3211
보건소,106,녹색환경과 / 생활환경팀 | 생활환경팀장 | • 생활환경팀 업무 총괄 | 02-2116-3225
보건소,106,자원순환과 / 도시청결팀 | 자원순환과장 | 자원순환과 업무 총괄 | 02-2116-3820
