No,대분류(국/과),팀명,직위/이름,담당업무,전화번호,기타
3265,보건소,보건위생과 / 식품위생팀,주무관,원산지표시제 관리 및 정보공개 식품접객업 보수교육 관리 총괄 영업신고 월별 현황 관련 기관 통보,02-2116-4316
3266,보건소,보건위생과 / 공중위생팀,공중위생팀장,공중위생팀 업무 총괄,02-2116-4326
3267,보건소,보건위생과 / 공중위생팀,주무관,"팀서무에 관한 사항 식품제조•가공업소 등 신고 및 민원처리, 행정처분 , 공유주방업 등록업무 식품 수거검사 농수산물 안전관리 관련 업무 부정불량식품 관련 업무 어린이급식관리지원센터 설치‧운영",02-2116-4322
3268,보건소,보건위생과 / 공중위생팀,주무관,즉석판매제조가공업 관리 업무 먹는물 관련 업무 위생용품업 관련 업무 어린이 식생활 안전관리에 관한 사항 어린이기호식품 전담관리원 운영,02-2116-4305
3269,보건소,보건위생과 / 공중위생팀,주무관,"공중위생업소 관련 업무 (숙박업, 목욕장업, 이·미용업, 세탁업, 건물위생관리업) 특정관리대상시설(공중위생업소)관리 명예공중위생감시원 운영",02-2116-4338
3270,보건소,보건위생과 / 공중위생팀,주무관,"축산물판매업 등 신고처리, 점검 및 행정처분 학교급식소 축산물 점검 및 수거검사 명예축산물위생감시원 운영 건강기능식품판매업 신고처리, 점검 및 행정처분 허위과대광고 관련 업무",02-2116-4323
3271,보건소,보건위생과 / 동물보호팀,동물보호팀장,동물보호팀 업무총괄,02-2116-4267
3272,보건소,보건위생과 / 동물보호팀,주무관,"- 동물보호법 위반 단속 총괄 - 반려동물놀이터 관리(마들, 당고개, 불암산) - 반려견 배변봉투함 설치 관리 - 명예동물보호관 운영 및 캠페인 활동 - 민간동물보호시설 신고",02-2116-4268
3273,보건소,보건위생과 / 동물보호팀,주무관,- 동물복지사업 계획 수립 및 시행 - 동물복지위원회 구성 및 운영 - 반려동물 문화센터 운영 및 교육 - 반려동물놀이터 조성 - 댕댕하우스 관리,02-2116-4270
3274,보건소,보건위생과 / 동물보호팀,주무관,"가축전염병 예방, 방역 계획 수립 및 시행 길고양이 중성화(TNR) 사업 길고양이 급식소, 계류장 등 관리 동물보호법 관련 인허가, 민원처리 동물병원 및 수의사법 관련 인허가, 민원처리 사료제조업, 수산관련업 관리 취약계층 반려가구 지원사업",02-2116-4325
3275,보건소,보건위생과 / 동물보호팀,주무관,명절 반려견 돌봄 쉼터 운영 동물보호센터 및 유기동물 관리 유기동물 입양비 및 동물인수제 동물등록제 총괄,02-2116-4269
3276,보건소,보건위생과 / 동물보호팀,주무관,"동물보호법위반 단속 및 과태료 부과 반려견주 준수사항 등 캠페인 및 홍보활동 동물관련 현장민원처리(상계,중계) 동물호보명예감시원 활동사항관리",02-2116-4319
3277,보건소,보건위생과 / 동물보호팀,주무관,"동물보호법 위반 단속 및 과태료 부과 각종 동물민원처리 (공릉, 월계, 하계) 동물보호명예감시원 활동사항 관리) 반려견주 준수사항 등 캠페인 및 홍보활동",02-2116-4387
3278,보건소,보건위생과 / 동물보호팀,주무관,센터 운영 및 시설 관리 총괄 유기동물 임시돌봄 및 입양관리 총괄 센터 홈페이지 및 SNS 등 관리 센터 물품관리 및 수급 자원봉사자 및 공공근로 관리 기타 센터 운영 관련 회계업무,02-933-8500
3279,보건소,보건위생과 / 동물보호팀,주무관,반려동물 문화교육 프로그램 기획·운영 총괄 운영계획 수립 및 성과관리 센터 교육·사업 홍보 및 대회 협력 유기동물 임시돌봄 기타 센터 운영 관련 자료 작성,02-933-8500
3280,보건소,건강증진과,건강증진과장,건강증진과 업무 총괄,02-2116-0750
3281,보건소,건강증진과 / 건강도시팀,건강도시팀장,건강도시팀 업무 총괄,02-2116-0735
3282,보건소,건강증진과 / 건강도시팀,주무관,과서무 및 신체활동사업 기간제근로자 채용‧급여‧인력관리 등,02-2116-0738
3283,보건소,건강증진과 / 건강도시팀,주무관,• 노원형 건강도시 계획 수립 및 실행 총괄 ‐ 노원형 건강영향평가 운영 ‐ 건강도시 연차별 모니터링 및 평가 ‐ 건강도시 자문단 구성 및 운영 ‐ 건강도시 국내외 네트워크 활동 및 정책 옹호,02-2116-0730
3284,보건소,건강증진과 / 건강도시팀,주무관,"• 건강도시팀 서무 • 건강도시 참여,협력사업(다부문 공동사업) • 교육/홍보(건강도시아카데미, 서포터즈, 이벤트, 건강한마당 등) • 건강도시 추진단, 운영위원회 구성 및 운영 • 노원형 건강영향평가 운영 지원 • 노원구 보건간호사회 및 보수교육비 지급 관련 사항",02-2116-0764
3285,보건소,건강증진과 / 건강도시팀,주무관,"• 지역사회통합건강증진사업 신체활동 (성인, 어르신) • 차량 임차 및 관리",02-2116-0744
3286,보건소,건강증진과 / 건강도시팀,주무관,"• 지역사회통합건강증진사업 신체활동(아동청소년건강증진) ‐ 꿈나무 건강상담실 운영 및 가족 건강증진 프로그램 ‐ 미취학 아동 및 초등 돌봄교실 대상 건강 프로그램 ‐ 방학특강 건강관리, 가족 건강홈밀트 프로그램 등 운영 ‐ 뛰노는 학교, 건강한 학교 조성환경 모니터링",02-2116-0749
3287,보건소,건강증진과 / 방문보건팀,방문보건팀장,방문보건팀 업무총괄,02-2116-4986
3288,보건소,건강증진과 / 방문보건팀,주무관,-방문보건팀 서무 -방문건강관리사업 운영 총괄,02-2116-0724
3289,보건소,건강증진과 / 방문보건팀,주무관,"○ 공무직(방문인력) 인건비 지급 및 연말정산, 선택적복지 ○ 공무직(방문인력) 복무관리 제반 업무 ○ 기간제 인력관리(임금지급, 채용 및 복무 등) 제반 업무 ○ 공무직 임금 및 단체협약 등 노조관련 업무 ○ 장기요양 재택의료 시범사업 운영 지원 - 지역사회 자원 연계 및 협력 ○ 방문차량 관리",02-2116-0723
3290,보건소,건강증진과 / 방문보건팀,주무관,• AI-IoT 기반 어르신 건강관리사업,02-2116-0722
3291,보건소,건강증진과 / 방문보건팀,주무관,통합건강돌봄사업,02-2116-0719
3292,보건소,건강증진과 / 방문보건팀,주무관,ㆍ공릉1동 방문간호사,02-2116-2085
3293,보건소,건강증진과 / 방문보건팀,주무관,"통합돌봄지원사업, 재택의료 시범사업",02-2116-0716
3294,보건소,건강증진과 / 방문보건팀,방문치위생사,• 방문 구강건강관리,02-2116-4530
3295,보건소,건강증진과 / 방문보건팀,주무관,"• 월계2동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등",02-2116-2049
3296,보건소,건강증진과 / 방문보건팀,주무관,"• 월계3동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등",02-2116-2065
3297,보건소,건강증진과 / 방문보건팀,주무관,"• 공릉2동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등",02-2116-2100
3298,보건소,건강증진과 / 방문보건팀,주무관,"• 하계2동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등ㅍ",02-2116-2140
3299,보건소,건강증진과 / 방문보건팀,주무관,"• 중계본동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등",02-2116-2164
3300,보건소,건강증진과 / 방문보건팀,주무관,"• 상계1동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등",02-2116-2971
3301,보건소,건강증진과 / 방문보건팀,주무관,"• 상계2동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등",02-2116-2278
3302,보건소,건강증진과 / 방문보건팀,주무관,"• 상계5동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등",02-2116-2310
3303,보건소,건강증진과 / 방문보건팀,주무관,"• 상계6.7동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등",02-2116-2878
3304,보건소,건강증진과 / 방문보건팀,주무관,"• 상계8동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등",02-2116-2900
3305,보건소,건강증진과 / 방문보건팀,주무관,"• 상계9동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등",02-2116-2191
3306,보건소,건강증진과 / 방문보건팀,주무관,"• 상계10동 방문건강관리 업무 - 방문계획서 수립 및 평가 - 65세 이상 어르신, 건강취약계층 건강관리 - 건강평가, 상담, 보건교육, 자원연계, 사례관리 건강프로그램 운영 등",02-2116-2968
3307,보건소,건강증진과 / 방문보건팀,방문간호사,• 월계1동 방문건강관리 업무,02-2116-2031
3308,보건소,건강증진과 / 방문보건팀,방문간호사,• 월계2동 방문건강관리 업무,02-2116-2048
3309,보건소,건강증진과 / 방문보건팀,방문간호사,• 월계3동 방문건강관리 업무,02-2116-2489
3310,보건소,건강증진과 / 방문보건팀,방문간호사,• 공릉1동 방문건강관리 업무,02-2116-2090
3311,보건소,건강증진과 / 방문보건팀,방문간호사,• 공릉2동 방문건강관리 업무,02-2116-2105
3312,보건소,건강증진과 / 방문보건팀,방문간호사,• 하계1동 방문건강관리 업무,02-2116-2128
3313,보건소,건강증진과 / 방문보건팀,방문간호사,• 하계2동 방문건강관리 업무,02-2116-2147
3314,보건소,건강증진과 / 방문보건팀,방문간호사,• 중계본동 방문건강관리 업무,02-2116-2165
3315,보건소,건강증진과 / 방문보건팀,방문간호사,• 중계1동 방문건강관리 업무,02-2116-2114
3316,보건소,건강증진과 / 방문보건팀,방문간호사,• 중계2.3동 방문건강관리 업무,02-2116-2210
3317,보건소,건강증진과 / 방문보건팀,방문간호사,• 중계2.3동 방문건강관리 업무,02-2116-2209
3318,보건소,건강증진과 / 방문보건팀,방문간호사,• 중계4동 방문건강관리 업무,02-2116-2236
3319,보건소,건강증진과 / 방문보건팀,방문간호사,• 상계1동 방문건강관리 업무,02-2116-2246
3320,보건소,건강증진과 / 방문보건팀,방문간호사,• 상계1동 방문건강관리 업무,02-2116-2247
3321,보건소,건강증진과 / 방문보건팀,방문간호사,• 상계2동 방문건강관리 업무,02-2116-2270
3322,보건소,건강증진과 / 방문보건팀,방문간호사,• 상계3.4동 방문건강관리 업무,02-2116-2290
3323,보건소,건강증진과 / 방문보건팀,방문간호사,• 상계5동 방문건강관리 업무,02-2116-2317
3324,보건소,건강증진과 / 방문보건팀,방문간호사,• 상계6.7동 방문건강관리 업무,02-2116-2876
3325,보건소,건강증진과 / 방문보건팀,방문간호사,• 상계8동 방문건강관리 업무,02-2116-2906
3326,보건소,건강증진과 / 방문보건팀,방문간호사,• 상계9동 방문건강관리 업무,02-2116-2922
3327,보건소,건강증진과 / 방문보건팀,방문간호사,• 상계10동 방문건강관리 업무,02-2116-2966
3328,보건소,건강증진과 / 평생건강팀,평생건강팀장,평생건강팀 업무 총괄,02-2116-0737
3329,보건소,건강증진과 / 평생건강팀,주무관,• 노원구 건강관리센터 및 중계평생건강관리센터 운영 - 권역별 건강관리센터 운영 총괄 사업계획 수립 및 평가 - 권역별 건강관리센터 운영 연계 및 홍보 • 대사증후군관리사업 운영 및 성과관리 • 모바일 헬스케어사업 운영 및 성과관리,02-2116-0743
3330,보건소,건강증진과 / 평생건강팀,주무관,"• 평생건강팀 서무 • 지역사회 통합건강증진사업 총괄 • 건강생활지원센터 설치 및 운영 기반 조성 • 지역보건의료계획 연차별 시행계획 수립 및 관리 부서 총괄 • 심뇌혈관예방관리(고혈당, 당뇨교실 운영 및 홍보) • 일차의료만성질환관리사업",02-2116-0741
